Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!EUPHAUSIA SUPERBA,O ORALS,OTHER,PRIVATE LABEL,,,,,,"$70,065 ","$597,623 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!FISH,O ORALS,OTHER,PHARMASSURE,,"$10,281 ","$581,317 ","$517,626 ","$461,030 ","$278,376 ","$96,109 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!LUTEIN,O ORALS,OTHER,PRIVATE LABEL,,,,,"$926,942 ","$1,569,492 ","$298,191 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!LUTEIN!ZEAXANTHIN,O ORALS,BRANDED GENERIC,ZYBER PHARM,,"$6,944 ","$24,657 ","$14,551 ",,,
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRONOVA CORP,,,,,,"$2,357 ","$15,441 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!PHYTOSTEROLS!VITAMIN E,O ORALS,BRANDED GENERIC,VAYA PHARMA,,,"$92,240 ","$1,096,010 ","$2,941,072 ","$4,837,691 ","$1,458,141 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!UBIQUINONE(S),O ORALS,OTHER,COROMEGA COMPANY,,,$329 ,$185 ,,,
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!UBIQUINONE(S),O ORALS,OTHER,PRIVATE LABEL,"$42,285 ","$76,374 ","$38,386 ",,,,
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,MAJOR PHARM,"$29,821 ","$53,109 ","$59,500 ","$74,098 ","$72,095 ","$73,956 ","$18,763 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,MASON DISTRIBUTOR,,,,"$4,984 ","$11,648 ","$14,577 ","$3,535 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,NATIONAL VITAMIN C,"$76,653 ","$110,057 ","$130,430 ","$128,084 ","$110,935 ","$99,380 ","$23,239 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,NATROL INC.,"$1,047,360 ","$1,116,387 ","$455,064 ","$315,813 ","$286,006 ","$275,069 ","$61,972 "
DOCOSAHEXANOIC  ACID!FOLIC ACID,O ORALS,OTHER,PHARMAVITE,"$14,813 ","$13,081 ","$5,446 ",$636 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID,T OTHER TOPICALS,BRANDED GENERIC,WH NUTRITIONALS LL,,,,"$112,708 ","$324,396 ","$3,473 ",
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,ACELLA PHARM,,"$15,116 ","$77,681 ","$1,408 ","$601,118 ","$631,079 ","$1,802 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,US PHARMACEUT CORP,"$1,249,711 ","$219,850 ","$1,857 ",$82 ,$82 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,VITAMEDMD,,,,,,"$975,013 ","$459,724 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,ACELLA PHARM,,,,,"$279,032 ","$251,164 ",$92 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,VIRTUS PHARMA,,,,"$10,635 ","$25,717 ",,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,WOMENS CHOICE,,,"$1,170,097 ","$2,534,968 ","$2,259,964 ","$2,505,727 ","$633,874 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,OTHER,MEAD JOHNSON NUT,,,,,"$55,844 ","$560,292 ","$112,973 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,OTHER,PRIVATE LABEL,,,,,"$3,263 ","$10,324 ","$4,919 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!METHYLFOLATE!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,AVION PHARMA,,,,,,"$548,531 ","$510,968 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS,O ORALS,BRANDED GENERIC,AVION PHARMA,,,,,,"$1,965,675 ","$1,336,307 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ACELLA PHARM,"$894,404 ","$12,935,321 ","$13,050,343 ","$5,765,420 ","$3,422,098 ","$4,566,631 ","$1,235,292 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,AVION PHARMA,"$22,391,888 ","$32,113,495 ","$18,553,513 ","$4,542,044 ","$3,655,040 ","$3,705,778 ","$626,571 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,EVERETT LABS,,,"$2,558,862 ","$13,312,137 ","$23,858,099 ","$22,978,187 ","$4,684,573 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,JAYMAC PHARMA,"$173,679 ","$307,746 ","$451,806 ","$671,909 ","$186,299 ","$102,537 ","$1,133 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,LANNETT,"$10,616,205 ","$7,013,367 ","$1,008,893 ",$672 ,$14 ,$67 ,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MEDA PHARM,"$48,741 ","$3,863,557 ","$5,088,032 ","$6,052,816 ","$4,814,666 ","$1,917,970 ","$362,579 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MIDLOTHIAN LABS,,"$591,981 ","$310,631 ","$241,411 ","$151,971 ","$52,495 ",$49 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PAN AMERICAN LABS,"$3,817,382 ","$9,830,823 ","$8,778,128 ","$7,676,970 ","$4,904,552 ","$2,539,461 ","$535,862 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,RIVERS EDGE,"$798,141 ","$433,920 ","$123,156 ",$71 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,SETON PHARM,"$376,403 ","$1,083,476 ","$340,938 ","$199,009 ","$218,093 ","$149,373 ","$30,294 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TRIGEN LABS,"$55,909 ","$6,184,718 ","$21,563,214 ","$13,339,272 ","$7,613,148 ","$3,901,701 ","$657,251 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,US PHARMACEUT CORP,"$1,080,464 ","$4,421,460 ","$2,505,453 ","$2,400,718 ","$2,080,517 ","$1,948,999 ","$599,258 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VERTICAL PHARM,"$3,608,101 ","$6,941,619 ","$3,717,404 ","$5,299 ",$195 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VIRTUS PHARMA,,,,,"$356,231 ","$276,816 ","$80,281 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,GENERIC,ACELLA PHARM,,,"$11,460 ",$353 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,GENERIC,LANNETT,$192 ,,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,OTHER,PHARMAVITE,,,,,,"$44,628 ","$34,463 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRAND,ECKSON LABS,,"$172,271 ","$2,957,120 ","$72,365 ","$289,151 ","$1,298,729 ","$358,741 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,ACELLA PHARM,,,,,"$13,356 ","$163,707 ","$61,688 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,AZUR PHARMA,"$764,199 ","$404,256 ","$2,085 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,ECKSON LABS,"$806,766 ","$9,097 ",,"$110,921 ","$362,402 ","$623,364 ","$187,329 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,ETHEX CORP,$65 ,,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,EVERETT LABS,"$5,350,923 ","$9,584,177 ","$15,716,292 ","$13,622,974 ","$15,009,228 ","$16,697,032 ","$4,416,230 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MEDA PHARM,"$4,623,632 ","$8,455,110 ","$7,573,926 ","$5,756,346 ","$3,446,837 ","$1,988,224 ","$296,203 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MEDECOR PHARMA,"$104,728 ","$115,650 ","$52,851 ","$73,542 ","$33,573 ","$29,963 ","$8,546 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MIDLOTHIAN LABS,"$605,097 ","$852,518 ",$458 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRUGEN PHARM,"$4,540,389 ","$4,260,779 ","$1,761,784 ","$1,300,130 ","$861,146 ","$628,032 ","$90,856 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,RIVERS EDGE,"$4,505,216 ","$2,604,098 ","$605,715 ",$206 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,SETON PHARM,"$245,870 ","$2,502,485 ","$1,782,660 ","$812,596 ","$644,102 ","$379,352 ",$785 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,TRIGEN LABS,"$52,515 ","$239,390 ","$269,360 ","$333,826 ","$301,939 ","$297,529 ","$87,156 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,XANODYNE PHARMA,"$5,010,117 ","$3,566,052 ","$275,566 ",$50 ,$328 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,BAYER CONSUMER CAR,"$3,750,391 ","$5,244,543 ","$4,472,267 ","$5,507,692 ","$3,815,430 ","$5,699,518 ","$1,204,174 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS!UBIQUINONE(S),O ORALS,BRANDED GENERIC,ACTAVIS,,"$1,569,013 ","$927,471 ","$1,441 ",,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  METAL,S OTHER SYSTEMICS,BRANDED GENERIC,TRIGEN LABS,,,"$130,110 ","$651,283 ","$129,782 ","$63,006 ","$14,849 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON FERRIC!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,TRIGEN LABS,,"$30,928 ","$2,551,788 ","$1,441,908 ","$1,103,914 ","$585,913 ","$146,785 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!PICOLINIC ACID!VITAMIN B COMPLEX,O ORALS,BRANDED GENERIC,US PHARMACEUT CORP,"$18,739 ","$192,356 ","$177,644 ",$272 ,,,
DOCOSAHEXANOIC  ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,VIRTUS PHARMA,,,,"$1,485,247 ","$1,704,180 ","$1,004,009 ","$339,023 "
DOCOSAHEXANOIC  ACID!IRON  FERROUS!MAGNESIUM!MULTIVITAMINS & MINERALS!OXACILLIN,O ORALS,BRANDED GENERIC,AVION PHARMA,"$6,099,637 ","$1,647,859 ",,"$4,419,507 ","$6,828,709 ","$4,434,115 ","$18,188 "
DOCOSAHEXANOIC  ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRONOVA CORP,,,,,,"$22,493 ","$36,758 "
DOCOSAHEXANOIC  ACID!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TRIGEN LABS,,,,,"$9,080 ","$15,594 ",$429 
DOCOSAHEXANOIC  ACID!MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRIVATE LABEL,"$832,785 ","$1,345,282 ","$1,426,652 ","$1,397,247 ","$1,246,993 ","$1,163,147 ","$347,551 "
DOCOSANOL,D DERMATOLOGICALS,OTHER,GSK CONSUMER HLTH,"$33,212,401 ","$50,638,775 ","$53,359,224 ","$52,235,065 ","$61,553,899 ","$62,416,775 ","$22,074,300 "
DOCOSANOL,D DERMATOLOGICALS,OTHER,PRIVATE LABEL,"$292,861 ","$672,557 ","$74,429 ","$121,537 ","$95,447 ",,
DOCUSATE,"A RECTALS,TOPICAL",OTHER,ALLIANCE LABS,"$1,219,830 ","$1,736,097 ","$1,763,678 ","$1,775,813 ","$2,132,399 ","$2,331,464 ","$608,108 "
DOCUSATE,O ORALS,OTHER,ACTAVIS,$48 ,$8 ,$54 ,,,,
DOCUSATE,O ORALS,OTHER,AMERICAN HLTH PKG,"$205,249 ","$41,766 ","$220,665 ","$304,872 ","$326,167 ","$322,432 ","$72,620 "
DOCUSATE,O ORALS,OTHER,AMNEAL PHARM,"$554,947 ","$6,304 ",,,,,
DOCUSATE,O ORALS,OTHER,A-S MEDICATION,"$1,143 ","$2,520 ","$2,876 ","$1,414 ","$2,181 ","$2,739 ",$664 
DOCUSATE,O ORALS,OTHER,BASIC DRUGS INC,"$1,555 ","$4,747 ","$10,216 ","$8,971 ","$12,695 ","$17,461 ","$4,526 "
DOCUSATE,O ORALS,OTHER,BAYER CONSUMER CAR,"$2,068,920 ","$4,508,097 ","$4,820,005 ","$5,663,573 ","$5,046,280 ","$4,415,323 ","$1,201,520 "
DOCUSATE,O ORALS,OTHER,BOEHRINGER ING CON,"$4,333,832 ","$7,867,647 ","$9,477,554 ","$9,434,275 ","$8,869,803 ","$8,023,928 ","$2,095,549 "
DOCUSATE,O ORALS,OTHER,CHATTEM CONS PROD,"$772,116 ","$337,338 ","$182,947 ","$164,945 ","$187,862 ","$224,798 ","$50,539 "
DOCUSATE,O ORALS,OTHER,CYPRESS PHARM,"$74,432 ","$88,157 ","$166,304 ","$184,182 ","$107,657 ","$74,857 ","$17,377 "
DOCUSATE,O ORALS,OTHER,FLEET,"$490,597 ","$472,374 ","$393,102 ","$437,307 ","$431,776 ","$424,632 ","$134,856 "
DOCUSATE,O ORALS,OTHER,G & W LABS,"$35,078 ","$44,172 ","$12,138 ",,,,
DOCUSATE,O ORALS,OTHER,GERI-CARE PHARM,"$981,202 ","$1,414,741 ","$1,359,560 ","$1,412,440 ","$1,382,524 ","$1,456,015 ","$351,802 "
DOCUSATE,O ORALS,OTHER,GLOBAL SOURCE,"$58,704 ","$116,550 ","$91,794 ","$79,832 ","$119,889 ","$115,944 ","$32,410 "
DOCUSATE,O ORALS,OTHER,HI-TECH PHARMACAL,"$209,112 ","$311,626 ","$339,110 ","$761,893 ","$598,578 ","$1,023,270 ","$255,405 "
DOCUSATE,O ORALS,OTHER,LIBERTY PHARM,"$9,256 ","$33,470 ","$7,321 ","$8,787 ","$9,831 ","$10,614 ","$1,953 "
DOCUSATE,O ORALS,OTHER,MAGNO HUMPHRIES,$755 ,$691 ,$374 ,$673 ,$22 ,,
DOCUSATE,O ORALS,OTHER,MAJOR PHARM,"$5,199,141 ","$8,323,172 ","$8,770,289 ","$8,470,331 ","$7,914,709 ","$7,430,835 ","$1,926,200 "
DOCUSATE,O ORALS,OTHER,MARLEX PHARM,$55 ,$4 ,,,,"$3,482 ","$8,376 "
DOCUSATE,O ORALS,OTHER,MCKESSON PKG SERV,"$133,016 ","$440,829 ","$572,509 ","$497,287 ","$963,500 ","$1,017,538 ","$252,239 "
DOCUSATE,O ORALS,OTHER,MFR NOT STATED,$523 ,$541 ,$379 ,$82 ,,,
DOCUSATE,O ORALS,OTHER,MYLAN INSTITUTION,"$8,943 ",$154 ,,,,,
DOCUSATE,O ORALS,OTHER,NATIONAL VITAMIN C,"$633,558 ","$967,839 ","$1,054,458 ","$56,765 ","$69,321 ","$75,721 ","$21,466 "
DOCUSATE,O ORALS,OTHER,PADDOCK LABS INC,"$37,049 ",$627 ,,,,,
DOCUSATE,O ORALS,OTHER,PD-RX PHARM,"$41,879 ","$21,942 ","$27,926 ","$39,745 ","$38,232 ","$57,989 ","$20,255 "
DOCUSATE,O ORALS,OTHER,PHARBEST PHARMA,"$42,250 ","$73,934 ","$74,778 ","$85,939 ","$60,719 ","$69,998 ","$17,851 "
DOCUSATE,O ORALS,OTHER,PHARMACEUT ASSOC,"$1,486,986 ","$2,352,306 ","$2,451,417 ","$1,445,947 ","$1,782,992 ","$1,694,497 ","$483,967 "
DOCUSATE,O ORALS,OTHER,PHARMACEUTICA N AM,,"$1,447 ","$1,848 ",$523 ,,,
DOCUSATE,O ORALS,OTHER,PLUS PHARMA,"$12,668 ","$22,743 ","$25,758 ","$53,213 ","$53,041 ","$57,376 ","$14,358 "
DOCUSATE,O ORALS,OTHER,PRIVATE LABEL,"$11,572,054 ","$17,253,183 ","$16,470,038 ","$9,487,358 ","$10,078,233 ","$9,862,020 ","$2,675,737 "
DOCUSATE,O ORALS,OTHER,PURDUE PHARMA,"$13,205,600 ","$18,360,015 ","$18,196,096 ","$18,969,719 ","$19,230,636 ","$20,484,322 ","$5,336,606 "
DOCUSATE,O ORALS,OTHER,QUALITEST PRODUCTS,"$1,466,260 ","$2,920,632 ","$3,539,790 ","$3,697,863 ","$3,958,133 ","$3,988,015 ","$945,701 "
DOCUSATE,O ORALS,OTHER,R I J PHARM,,,,$3 ,,,
DOCUSATE,O ORALS,OTHER,REPACKAGER,"$635,358 ","$827,185 ","$450,097 ","$308,608 ","$403,538 ","$541,028 ","$174,962 "
DOCUSATE,O ORALS,OTHER,SDA LABORATORIES,,,,,,,"$7,299 "
DOCUSATE,O ORALS,OTHER,SILARX PHARM INC,"$8,792 ","$10,777 ","$39,695 ","$189,850 ","$475,208 ","$464,570 ","$113,631 "
DOCUSATE,O ORALS,OTHER,SOUTHWOOD PHARM,,,,"$2,552 ","$25,339 ","$36,950 ","$9,722 "
DOCUSATE,O ORALS,OTHER,TEVA PHARMACEUTICA,"$472,050 ","$156,637 ","$21,576 ","$22,424 ","$26,565 ","$29,872 ","$6,774 "
DOCUSATE,O ORALS,OTHER,URL PHARMA,"$1,856 ",$747 ,$352 ,$470 ,$2 ,$662 ,
DOCUSATE,O ORALS,OTHER,VIBRANTA,,,,$162 ,"$2,306 ","$6,050 ","$1,757 "
DOCUSATE,"R RECTALS,SYST",OTHER,STRATUS PHARM,,,,"$8,955 ","$36,031 ","$2,205 ",
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,ACELLA PHARM,,,"$44,038 ","$2,061,151 ","$1,097,310 ","$90,607 ","$25,803 "
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,LUMARA HEALTH,"$1,654 ",,,,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,MISSION,,,"$1,662,113 ","$4,774,496 ","$4,742,067 ","$1,339,230 ",
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,RIVERS EDGE,"$10,519 ","$331,183 ","$55,890 ",,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,TRIGEN LABS,,"$1,137,703 ","$576,410 ","$205,421 ","$179,394 ","$269,407 ","$63,797 "
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,UPSHER-SMITH,,,"$5,457,234 ","$7,382,680 ","$1,939,047 ",$529 ,
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,VERTICAL PHARM,,,,"$703,208 ","$6,502,867 ","$5,597,529 ","$1,134,361 "
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,VIRTUS PHARMA,,,,,"$313,659 ","$141,176 ","$11,372 "
DOCUSATE!FOLIC ACID!IRON  FERROUS,O ORALS,GENERIC,VIRTUS PHARMA,,,,,,"$22,168 ","$5,259 "
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS,O ORALS,BRANDED GENERIC,PRONOVA CORP,"$2,056 ","$1,953 ",$267 ,$477 ,"$2,033 ",$52 ,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS,O ORALS,BRANDED GENERIC,TRIGEN LABS,"$441,804 ","$801,444 ","$525,393 ","$312,362 ","$251,461 ","$255,490 ","$69,327 "
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,BRECKENRIDGE,"$728,857 ","$836,584 ","$356,602 ","$310,535 ","$148,197 ","$2,157 ",
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,CYPRESS PHARM,"$11,009 ","$24,189 ",$940 ,,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ETHEX CORP,$498 ,$26 ,,,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,LUMARA HEALTH,"$26,639 ",$890 ,,,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MIDLOTHIAN LABS,"$859,948 ","$432,267 ","$53,530 ",,,,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,MISSION,"$1,719,680 ","$2,163,875 ","$2,523,768 ","$3,800,322 ","$5,265,229 ","$6,709,261 ","$1,956,551 "
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRONOVA CORP,,,,,,"$58,367 ","$62,197 "
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,SETON PHARM,"$29,887 ","$44,916 ","$8,954 ",$88 ,$23 ,,
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TRIGEN LABS,"$207,995 ","$202,837 ","$369,422 ","$55,079 ","$25,494 ","$36,574 ",$40 
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VIRTUS PHARMA,,,,,,,"$2,697 "
DOCUSATE!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,ACELLA PHARM,,,,,"$38,797 ","$945,061 ","$195,145 "
DOCUSATE!FOLIC ACID!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,AVION PHARMA,,,,,,"$2,654 ","$40,068 "
DOCUSATE!IRON  FERROUS,O ORALS,OTHER,PFIZER CPD,"$1,507,361 ","$1,024,692 ","$839,737 ","$953,482 ","$929,824 ","$1,020,297 ","$239,423 "
DOCUSATE!IRON  FERROUS,O ORALS,OTHER,SELFCARE,"$257,051 ","$1,419,275 ","$1,287,545 ","$1,244,215 ","$1,188,658 ","$1,141,526 ","$267,526 "
DOCUSATE!MINERAL OIL,O ORALS,OTHER,FERNDALE LABS,$131 ,,,,,,
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,AMERICAN HLTH PKG,"$96,730 ","$136,512 ","$137,496 ","$152,966 ","$64,710 ",$11 ,
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,CYPRESS PHARM,"$635,639 ","$897,524 ","$1,046,240 ","$413,813 ","$163,578 ","$138,603 ","$22,217 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,GERI-CARE PHARM,"$60,071 ","$75,733 ","$83,147 ","$104,786 ","$122,577 ","$143,620 ","$35,866 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,MAJOR PHARM,"$1,437,785 ","$2,247,003 ","$2,507,791 ","$2,455,361 ","$2,355,273 ","$2,758,499 ","$714,717 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,MCKESSON PKG SERV,"$11,385 ","$19,187 ","$11,160 ",$69 ,,,
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,PLUS PHARMA,"$25,082 ","$61,608 ","$75,837 ","$90,701 ","$152,553 ","$193,738 ","$50,471 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,PRIVATE LABEL,"$2,301,969 ","$4,378,813 ","$4,205,379 ","$2,452,266 ","$3,055,424 ","$2,827,829 ","$606,503 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,PURDUE PHARMA,"$8,748,939 ","$10,497,725 ","$10,001,847 ","$9,328,752 ","$9,128,107 ","$9,044,723 ","$2,068,420 "
